Player,Pos,Age,Tm,PER,BPM,WS/48,VORP,TS%,FG%,eFG%,3P%,2P%,FT%,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,OBPM,DBPM,PPG,APG,RPG,SPG,BPG,TPG,FPG
Edmond Sumner,SG,25.0,IND,12.7,-2.8,0.08,-0.2,0.63,0.52,0.59,0.4,0.58,0.82,148,282,35.0,88.0,113,194,68,83,18.0,76.0,0.31,0.29,2.3,9.5,5.9,7.9,1.8,0.9,13.8,18.3,0.7,0.7,1.4,-2.3,-0.5,7.53,0.92,1.77,0.62,0.19,0.96,1.66
Elfrid Payton,PG,26.0,NYK,11.7,-3.0,0.03,-0.4,0.48,0.43,0.46,0.29,0.46,0.68,269,622,28.0,98.0,241,524,73,107,64.0,152.0,0.16,0.17,4.7,11.0,7.9,21.6,1.6,0.6,13.3,23.2,-0.9,1.9,1.0,-2.9,-0.1,10.14,3.22,3.43,0.75,0.14,1.63,1.84
Elijah Hughes,SF,22.0,UTA,8.4,-2.8,-0.01,0.0,0.49,0.33,0.47,0.35,0.29,0.75,10,30,8.0,23.0,2,7,3,4,1.0,8.0,0.77,0.13,1.7,12.7,7.5,13.4,0.8,1.3,15.9,25.4,-0.1,0.1,0.0,-1.4,-1.3,1.72,0.33,0.5,0.06,0.06,0.33,0.06
Enes Freedom,C,28.0,POR,22.4,0.6,0.2,1.2,0.64,0.6,0.6,0.25,0.61,0.77,339,561,1.0,4.0,338,557,127,164,284.0,511.0,0.01,0.29,16.8,31.9,24.2,7.2,0.9,2.4,11.0,17.4,5.7,1.7,7.5,2.1,-1.4,11.19,1.17,11.04,0.46,0.67,1.08,2.33
Eric Bledsoe,SG,31.0,NOP,11.5,-2.0,0.05,0.0,0.53,0.42,0.5,0.34,0.5,0.69,307,730,121.0,355.0,186,375,134,195,29.0,215.0,0.49,0.27,1.5,11.1,6.3,17.3,1.2,1.1,12.3,18.5,1.1,1.3,2.3,-1.2,-0.9,12.24,3.77,3.44,0.77,0.34,1.61,1.58
Eric Gordon,SG,32.0,HOU,14.4,-1.1,0.05,0.2,0.58,0.43,0.53,0.33,0.57,0.82,159,367,69.0,210.0,90,157,94,114,8.0,50.0,0.57,0.31,1.0,7.1,3.9,14.6,0.8,1.5,10.9,25.2,0.6,0.2,0.8,0.7,-1.7,17.81,2.63,2.15,0.52,0.48,1.89,1.63
Eric Paschall,PF,24.0,GSW,13.4,-2.7,0.06,-0.1,0.56,0.5,0.53,0.33,0.53,0.71,148,298,18.0,54.0,130,244,67,94,28.0,100.0,0.18,0.32,4.3,15.1,9.8,11.4,0.8,0.9,11.2,23.5,0.2,0.7,0.9,-1.8,-0.9,9.52,1.27,3.2,0.3,0.18,1.08,1.7
Ersan Ilyasova,PF,33.0,UTA,12.1,-0.9,0.12,0.0,0.58,0.39,0.56,0.44,0.23,1.0,21,54,18.0,41.0,3,13,5,5,7.0,22.0,0.76,0.09,5.3,15.1,10.4,3.8,3.3,1.6,12.5,18.7,0.1,0.3,0.4,-2.5,1.7,3.82,0.24,1.71,0.59,0.18,0.47,1.71
Evan Fournier,SF,28.0,ORL,16.15,0.95,0.11,0.5,0.59,0.45,0.57,0.43,0.48,0.76,247,541,117.0,283.0,130,258,108,137,10.0,118.0,0.53,0.21,0.9,10.45,5.6,17.9,1.9,1.5,10.45,22.1,0.9,0.5,1.4,1.2,-0.25,17.12,3.43,3.05,1.12,0.45,1.74,2.29
Facundo Campazzo,PG,29.0,DEN,11.6,-0.6,0.1,0.5,0.56,0.38,0.5,0.35,0.44,0.88,120,315,76.0,216.0,44,99,80,91,22.0,112.0,0.69,0.29,1.8,8.9,5.3,20.2,2.7,1.0,17.1,13.1,1.6,1.5,3.1,-1.7,1.2,6.09,3.57,2.06,1.22,0.22,1.12,2.03
Frank Jackson,PG,22.0,DET,13.2,-1.7,0.08,0.1,0.6,0.46,0.56,0.41,0.51,0.81,134,293,61.0,150.0,73,143,61,75,15.0,71.0,0.51,0.26,2.2,10.8,6.5,7.9,1.0,0.1,9.4,21.3,0.7,0.4,1.2,-0.1,-1.6,9.75,0.9,2.15,0.38,0.02,0.85,1.32
Frank Kaminsky,C,27.0,PHO,15.8,1.3,0.13,0.6,0.55,0.47,0.53,0.36,0.52,0.62,121,257,31.0,85.0,90,172,37,60,36.0,152.0,0.33,0.23,5.8,23.7,14.9,15.3,1.0,2.1,7.2,19.0,1.1,0.9,2.0,0.4,0.8,6.6,1.68,4.0,0.3,0.36,0.47,1.49
Frank Mason III,PG,26.0,ORL,7.5,-7.7,-0.02,-0.1,0.46,0.38,0.42,0.4,0.37,0.71,9,24,2.0,5.0,7,19,5,7,3.0,9.0,0.21,0.29,3.8,12.2,7.9,22.3,0.0,0.0,15.6,17.5,0.0,0.0,0.0,-5.2,-2.4,6.25,3.0,3.0,0.0,0.0,1.25,1.75
Frank Ntilikina,PG,22.0,NYK,7.7,-1.7,0.07,0.0,0.51,0.37,0.51,0.48,0.19,0.44,29,79,23.0,48.0,6,31,8,18,6.0,25.0,0.61,0.23,2.0,8.3,5.2,8.1,2.8,1.2,11.2,13.6,0.0,0.5,0.5,-4.2,2.5,2.7,0.58,0.94,0.55,0.12,0.33,1.36
Fred VanVleet,SG,26.0,TOR,16.8,2.5,0.11,2.2,0.53,0.39,0.49,0.37,0.42,0.88,338,870,174.0,476.0,164,394,169,191,32.0,188.0,0.55,0.22,1.8,11.3,6.4,26.7,2.2,2.0,9.1,23.9,2.4,1.8,4.3,2.2,0.2,19.6,6.31,4.23,1.67,0.71,1.83,2.29
Freddie Gillespie,PF,23.0,TOR,13.4,-3.2,0.12,-0.1,0.56,0.52,0.52,0.0,0.52,0.7,44,84,0.0,0.0,44,84,23,33,42.0,55.0,0.0,0.39,11.4,16.0,13.6,3.2,1.6,5.1,10.9,12.2,0.5,0.5,0.9,-3.1,-0.1,5.55,0.45,4.85,0.65,1.0,0.6,2.15
Furkan Korkmaz,SG,23.0,PHI,12.8,-0.1,0.09,0.5,0.54,0.4,0.52,0.38,0.44,0.73,170,424,101.0,269.0,69,155,60,82,17.0,96.0,0.63,0.19,1.8,9.8,5.9,11.1,2.2,0.8,9.1,20.5,0.6,1.5,2.0,-0.3,0.2,9.11,1.49,2.05,0.89,0.16,0.84,1.16
Gabe Vincent,PG,24.0,MIA,7.6,-5.4,0.01,-0.6,0.5,0.38,0.48,0.31,0.5,0.87,88,233,46.0,149.0,42,84,20,23,10.0,46.0,0.64,0.1,1.8,7.9,4.9,15.1,1.6,0.3,12.3,19.1,-0.4,0.5,0.2,-4.5,-0.9,4.84,1.34,1.12,0.42,0.04,0.68,1.58
Gabriel Deck,PF,25.0,OKC,16.1,-0.4,0.12,0.1,0.55,0.48,0.49,0.13,0.58,0.82,32,67,2.0,15.0,30,52,18,22,16.0,24.0,0.22,0.33,7.8,11.9,9.8,17.3,1.8,0.0,7.3,16.6,0.4,0.1,0.5,0.0,-0.4,8.4,2.4,4.0,0.8,0.0,0.6,0.9
Garrett Temple,SG,34.0,CHI,8.2,-3.1,0.05,-0.4,0.52,0.42,0.5,0.34,0.5,0.8,158,381,67.0,200.0,91,181,40,50,29.0,131.0,0.52,0.13,2.1,9.4,5.8,10.5,1.4,1.7,12.6,13.1,0.2,1.4,1.6,-3.3,0.3,7.55,2.21,2.86,0.77,0.54,1.04,2.25
Garrison Mathews,SG,24.0,WAS,9.7,-1.8,0.11,0.1,0.64,0.41,0.57,0.38,0.54,0.88,97,237,76.0,198.0,21,39,84,95,16.0,71.0,0.84,0.4,1.6,7.2,4.4,3.1,1.3,0.6,3.5,11.5,1.7,0.6,2.3,-1.7,-0.1,5.53,0.41,1.36,0.45,0.11,0.16,1.66
Gary Clark,SF,26.0,ORL,6.1,-4.9,0.01,-0.5,0.44,0.3,0.42,0.29,0.39,0.8,40,131,31.0,108.0,9,23,8,10,33.0,79.0,0.82,0.08,5.2,13.3,9.1,6.4,0.9,1.0,11.2,10.3,-0.2,0.3,0.1,-4.2,-0.7,3.4,0.86,3.2,0.34,0.2,0.49,0.97
Gary Harris,SG,26.0,DEN,9.15,-4.3,0.03,-0.3,0.51,0.4,0.47,0.34,0.46,0.8,138,345,48.0,141.0,90,204,64,78,21.0,58.0,0.42,0.22,2.05,5.9,3.95,10.55,1.25,1.0,8.75,17.0,0.1,0.3,0.4,-2.9,-1.4,9.95,2.0,2.03,0.72,0.28,0.95,1.82
Gary Payton II,PG,28.0,GSW,29.2,9.2,0.33,0.1,0.85,0.77,0.85,0.5,0.89,0.75,10,13,2.0,4.0,8,9,3,4,2.0,9.0,0.31,0.31,5.4,23.6,14.6,4.1,7.0,2.2,6.3,16.8,0.2,0.1,0.3,1.0,8.2,2.5,0.1,1.1,0.6,0.1,0.1,0.8
Gary Trent Jr.,SG,22.0,POR,11.85,-2.5,0.04,-0.1,0.53,0.4,0.5,0.38,0.43,0.79,320,785,165.0,429.0,155,356,83,106,27.0,125.0,0.53,0.13,1.45,8.85,5.05,6.55,1.55,0.55,4.75,21.5,0.5,0.35,0.85,-0.85,-1.65,15.31,1.38,2.62,0.97,0.17,0.74,1.59
George Hill,PG,34.0,OKC,12.8,-1.45,0.1,0.1,0.59,0.48,0.55,0.39,0.54,0.8,95,197,31.0,80.0,64,117,40,50,16.0,45.0,0.39,0.27,2.6,7.3,4.95,15.75,1.65,0.7,13.1,15.85,0.4,0.3,0.7,-1.2,-0.2,8.7,2.43,2.03,0.77,0.17,1.03,1.03
Georges Niang,PF,27.0,UTA,11.4,-0.3,0.11,0.5,0.6,0.44,0.59,0.42,0.47,0.96,177,405,124.0,292.0,53,113,22,23,28.0,148.0,0.72,0.06,2.7,13.0,8.1,7.3,1.1,0.6,10.9,17.4,1.2,1.4,2.6,-0.4,0.1,6.94,0.82,2.44,0.35,0.11,0.71,1.61
Giannis Antetokounmpo,PF,26.0,MIL,29.2,9.0,0.24,5.6,0.63,0.57,0.6,0.3,0.64,0.68,626,1100,67.0,221.0,559,879,398,581,97.0,574.0,0.2,0.53,5.3,28.9,17.5,28.7,1.7,3.2,13.2,32.5,6.9,3.3,10.2,6.2,2.8,28.15,5.85,11.0,1.18,1.2,3.39,2.75
Glenn Robinson III,SF,27.0,SAC,9.0,-4.0,0.03,-0.2,0.55,0.42,0.5,0.36,0.47,0.91,42,99,16.0,44.0,26,55,21,23,11.0,34.0,0.44,0.23,3.3,10.4,6.8,7.0,0.5,0.7,9.2,14.0,0.3,0.0,0.3,-1.9,-2.2,5.26,0.87,1.96,0.17,0.13,0.48,1.0
Goga Bitadze,C,21.0,IND,16.3,-1.0,0.13,0.1,0.52,0.43,0.48,0.25,0.55,0.74,83,194,20.0,79.0,63,115,45,61,60.0,90.0,0.41,0.31,11.7,17.3,14.5,8.9,0.8,8.7,7.1,18.1,0.7,0.8,1.5,-2.0,1.0,5.13,0.82,3.33,0.2,1.33,0.38,2.09
Goran Dragic,PG,34.0,MIA,13.0,-2.3,0.05,-0.1,0.55,0.43,0.51,0.37,0.48,0.83,240,555,91.0,244.0,149,311,101,122,25.0,144.0,0.44,0.22,2.2,12.1,7.2,25.9,1.2,0.6,16.2,24.5,0.2,1.2,1.3,-1.1,-1.3,13.44,4.38,3.38,0.66,0.16,2.36,2.26
Gordon Hayward,SF,30.0,CHO,17.6,1.6,0.11,1.4,0.58,0.47,0.54,0.42,0.5,0.84,311,658,85.0,205.0,226,453,156,185,37.0,221.0,0.31,0.28,2.6,16.3,9.3,19.5,1.7,0.9,11.0,23.9,2.2,1.4,3.5,1.6,-0.1,19.61,4.11,5.86,1.18,0.32,2.07,1.68
Gorgui Dieng,C,31.0,MEM,19.1,3.4,0.18,0.35,0.66,0.52,0.61,0.4,0.61,0.86,85,163,30.0,70.0,55,93,58,67,40.0,100.0,0.42,0.42,7.4,19.1,13.15,12.8,2.3,2.15,14.0,17.6,0.65,0.4,1.1,1.9,1.55,6.79,1.26,3.68,0.68,0.42,0.84,1.47
Grant Riller,PG,23.0,CHO,23.6,5.1,0.18,0.0,0.75,0.67,0.75,0.5,0.75,0.0,8,12,2.0,4.0,6,8,0,0,0.0,1.0,0.33,0.0,0.0,4.1,2.0,20.9,1.8,0.0,7.7,20.7,0.1,0.0,0.1,4.6,0.5,2.57,0.43,0.14,0.14,0.0,0.14,0.0
Grant Williams,PF,22.0,BOS,7.5,-3.7,0.05,-0.5,0.55,0.44,0.53,0.37,0.51,0.59,108,247,48.0,129.0,60,118,30,51,48.0,130.0,0.52,0.21,4.7,12.8,8.7,7.4,1.4,2.0,17.2,12.3,0.1,1.0,1.1,-4.0,0.3,4.67,1.02,2.83,0.51,0.38,0.89,2.56
Grayson Allen,SG,25.0,MEM,12.8,-0.2,0.1,0.6,0.59,0.42,0.55,0.39,0.47,0.87,173,414,107.0,274.0,66,140,79,91,19.0,141.0,0.66,0.22,1.6,12.0,6.7,11.5,1.7,0.6,9.6,16.8,1.5,1.2,2.7,-0.2,0.1,10.64,2.16,3.2,0.92,0.16,0.96,1.42
Greg Whittington,PF,27.0,DEN,-10.2,-17.2,-0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,2.0,0,1,0,0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,-0.1,0.0,-0.1,-11.4,-5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hamidou Diallo,SG,22.0,OKC,14.05,-2.35,0.06,0.0,0.54,0.47,0.51,0.34,0.5,0.65,224,470,28.0,82.0,196,388,128,200,59.0,213.0,0.19,0.42,5.1,19.15,12.05,12.35,1.5,1.8,11.9,22.05,0.2,0.65,0.8,-2.25,-0.1,11.62,1.94,5.23,0.79,0.46,1.46,2.58
Harrison Barnes,PF,28.0,SAC,15.4,0.2,0.1,1.1,0.63,0.5,0.57,0.39,0.57,0.83,319,642,100.0,256.0,219,386,195,235,64.0,321.0,0.4,0.37,3.3,17.2,10.2,13.0,1.0,0.4,11.1,17.2,4.0,0.5,4.5,1.5,-1.3,16.09,3.47,6.64,0.74,0.19,1.6,1.29
Harry Giles,C,22.0,POR,12.4,-2.9,0.07,-0.1,0.5,0.43,0.47,0.35,0.46,0.59,42,97,8.0,23.0,34,74,16,27,31.0,102.0,0.24,0.28,9.3,32.2,20.4,11.3,1.1,3.3,15.5,15.9,0.1,0.4,0.5,-3.2,0.2,2.84,0.76,3.5,0.21,0.34,0.53,1.42
Hassan Whiteside,C,31.0,SAC,19.2,-2.2,0.08,0.0,0.57,0.56,0.56,0.0,0.56,0.52,126,224,0.0,1.0,126,223,41,79,61.0,154.0,0.0,0.35,12.2,31.8,21.9,5.6,0.8,7.1,13.4,23.5,0.3,0.6,0.9,-1.8,-0.4,8.14,0.56,5.97,0.25,1.28,1.11,2.03
Ignas Brazdeikis,SF,22.0,NYK,10.7,-4.45,0.03,-0.1,0.53,0.22,0.26,0.2,0.23,0.83,35,80,11.0,27.0,24,53,10,14,11.0,32.0,0.17,1.08,10.0,14.75,12.3,14.05,0.4,0.6,23.1,17.95,0.0,0.05,0.05,-2.85,-1.6,7.58,1.42,3.58,0.33,0.25,1.0,1.83
Immanuel Quickley,PG,21.0,NYK,15.8,0.9,0.12,0.9,0.56,0.4,0.5,0.39,0.4,0.89,229,580,118.0,303.0,111,277,155,174,25.0,112.0,0.52,0.3,2.2,9.7,6.0,16.2,1.2,0.9,8.1,25.6,1.8,1.4,3.2,1.4,-0.5,11.42,1.98,2.14,0.47,0.19,0.91,1.78
Isaac Bonga,SF,21.0,WAS,4.0,-5.8,-0.0,-0.4,0.46,0.37,0.45,0.28,0.5,0.62,30,81,13.0,47.0,17,34,5,8,18.0,48.0,0.58,0.1,4.4,11.7,8.1,6.5,1.2,1.7,20.7,10.2,-0.4,0.4,0.0,-5.8,0.0,1.95,0.57,1.65,0.28,0.22,0.55,1.58
Isaac Okoro,SG,20.0,CLE,7.9,-5.1,0.02,-1.7,0.51,0.42,0.48,0.29,0.5,0.73,235,559,62.0,214.0,173,345,114,157,68.0,138.0,0.38,0.28,3.4,7.3,5.3,8.6,1.4,1.0,12.0,14.3,-0.1,1.0,0.9,-4.2,-0.9,9.64,1.91,3.07,0.93,0.36,1.28,2.76
Isaiah Hartenstein,C,22.0,DEN,17.9,-1.0,0.13,0.1,0.58,0.55,0.55,0.17,0.56,0.65,94,171,2.0,6.0,92,165,46,71,65.0,116.0,0.03,0.42,13.1,23.55,18.2,15.15,1.7,6.55,17.9,19.15,0.35,0.45,0.8,-2.45,1.45,5.13,1.2,3.93,0.41,0.85,0.96,2.26
Isaiah Joe,SG,21.0,PHI,9.5,-3.0,0.08,-0.1,0.53,0.36,0.51,0.37,0.33,0.75,48,133,39.0,106.0,9,27,18,24,6.0,30.0,0.8,0.18,1.8,8.5,5.2,7.2,1.5,0.9,7.1,17.4,0.2,0.4,0.6,-2.0,-1.0,3.73,0.49,0.88,0.29,0.1,0.27,0.83
Isaiah Roby,PF,22.0,OKC,11.9,-3.3,0.04,-0.5,0.56,0.48,0.52,0.29,0.55,0.74,207,429,32.0,109.0,175,320,87,117,89.0,252.0,0.25,0.27,6.4,18.6,12.4,11.4,1.7,2.3,19.0,17.7,-0.3,1.5,1.3,-3.7,0.4,8.74,1.75,5.59,0.85,0.61,1.85,2.66
Isaiah Stewart,C,19.0,DET,16.4,-1.1,0.13,0.3,0.6,0.55,0.58,0.33,0.59,0.7,226,409,21.0,63.0,205,346,64,92,159.0,294.0,0.15,0.22,12.0,22.7,17.3,6.3,1.3,5.2,13.0,15.5,1.9,2.1,4.0,-1.6,0.5,7.9,0.87,6.66,0.57,1.26,0.99,2.71
Isaiah Thomas,PG,31.0,NOP,2.4,-13.1,-0.18,-0.1,0.41,0.33,0.39,0.25,0.4,1.0,9,27,3.0,12.0,6,15,2,2,1.0,3.0,0.44,0.07,2.3,6.8,4.5,15.1,1.0,0.0,17.7,29.7,-0.2,0.0,-0.2,-7.8,-5.2,7.67,1.67,1.33,0.33,0.0,2.0,1.0
Ish Smith,PG,32.0,WAS,11.6,-1.5,0.06,0.1,0.47,0.43,0.46,0.37,0.45,0.58,129,297,18.0,49.0,111,248,19,33,22.0,128.0,0.16,0.11,2.5,14.6,8.6,24.7,1.6,1.2,11.6,15.8,0.2,0.9,1.1,-2.1,0.5,6.7,3.91,3.41,0.73,0.3,0.93,1.41
Ivica Zubac,C,23.0,LAC,19.1,1.0,0.21,1.2,0.69,0.65,0.65,0.25,0.66,0.79,257,394,1.0,4.0,256,390,135,171,189.0,330.0,0.01,0.43,13.6,22.4,18.1,7.9,0.7,3.4,14.7,15.1,4.8,2.1,6.9,0.6,0.4,9.03,1.25,7.21,0.33,0.86,1.12,2.6
J.J. Redick,SG,36.0,NOP,8.4,-4.4,0.02,-0.1,0.55,0.38,0.51,0.38,0.38,0.88,106,267,66.0,178.0,40,89,49,52,4.0,60.0,0.69,0.16,0.7,8.7,4.7,9.95,0.7,0.45,13.1,19.45,0.2,0.15,0.35,-2.1,-2.3,7.43,1.16,1.45,0.25,0.07,0.82,1.14
Ja Morant,PG,21.0,MEM,16.7,-0.4,0.07,0.8,0.54,0.45,0.49,0.3,0.5,0.73,430,957,73.0,241.0,357,716,271,372,59.0,193.0,0.25,0.39,3.0,10.1,6.5,33.5,1.3,0.6,15.3,27.2,1.6,1.6,3.2,1.3,-1.6,19.11,7.38,4.0,0.9,0.21,3.22,1.38
JaKarr Sampson,PF,27.0,IND,10.9,-7.5,0.04,-0.4,0.53,0.5,0.51,0.2,0.54,0.66,56,113,3.0,15.0,53,98,19,29,27.0,50.0,0.13,0.26,9.3,17.1,13.2,1.8,0.3,3.6,10.7,19.0,0.0,0.3,0.3,-5.2,-2.3,4.62,0.14,2.66,0.07,0.48,0.52,1.79
JaMychal Green,PF,30.0,DEN,13.6,-1.5,0.11,0.1,0.59,0.46,0.57,0.4,0.53,0.81,173,374,79.0,198.0,94,176,46,57,85.0,192.0,0.53,0.15,8.6,19.4,14.0,6.4,1.1,1.9,11.7,17.6,1.4,1.2,2.6,-0.5,-1.0,8.12,0.91,4.78,0.45,0.38,0.91,2.48
JaVale McGee,C,33.0,CLE,15.65,-3.85,0.06,-0.05,0.53,0.5,0.51,0.12,0.53,0.66,144,282,5.0,24.0,139,258,44,67,77.0,162.0,0.08,0.22,13.35,28.1,20.65,8.1,1.2,7.45,16.5,23.2,-0.05,0.55,0.5,-4.35,0.45,7.33,0.85,5.2,0.41,1.17,1.3,2.63
Jabari Parker,PF,25.0,SAC,10.8,-4.2,0.02,0.05,0.58,0.56,0.57,0.1,0.65,0.38,30,55,2.0,11.0,28,44,10,13,10.0,32.0,0.18,0.14,5.65,21.4,13.4,7.9,0.2,2.9,20.75,17.4,0.05,0.05,0.15,-3.65,-0.6,5.54,0.85,3.23,0.08,0.38,0.77,1.0
Jaden McDaniels,PF,20.0,MIN,8.9,-3.5,0.05,-0.6,0.55,0.45,0.55,0.36,0.54,0.6,164,367,72.0,198.0,92,169,27,45,52.0,180.0,0.54,0.12,3.6,13.4,8.3,6.4,1.1,3.4,10.8,12.0,0.5,0.9,1.4,-3.3,-0.2,6.78,1.13,3.68,0.56,0.95,0.75,2.73
Jae Crowder,PF,30.0,PHO,11.8,1.1,0.1,1.3,0.57,0.4,0.56,0.39,0.46,0.76,199,492,148.0,380.0,51,112,57,75,32.0,250.0,0.77,0.15,2.2,16.9,9.7,10.0,1.4,1.5,9.5,15.7,1.4,1.9,3.3,0.3,0.8,10.05,2.12,4.7,0.8,0.45,0.92,2.08
Jae'Sean Tate,SF,25.0,HOU,13.8,-1.4,0.09,0.3,0.58,0.51,0.55,0.31,0.6,0.69,316,625,60.0,195.0,256,430,102,147,132.0,242.0,0.31,0.24,6.6,13.2,9.8,13.2,2.0,1.6,12.4,16.4,2.2,1.6,3.8,-1.6,0.3,11.34,2.54,5.34,1.21,0.51,1.4,3.17
Jahlil Okafor,C,25.0,DET,13.1,-3.2,0.08,-0.1,0.64,0.62,0.63,0.22,0.66,0.71,63,102,2.0,9.0,61,93,17,24,23.0,43.0,0.09,0.24,7.3,13.9,10.6,6.1,0.8,1.3,15.7,16.8,0.3,0.3,0.6,-2.5,-0.7,5.37,0.48,2.44,0.22,0.19,0.78,1.44
Jahmi'us Ramsey,SG,19.0,SAC,10.5,-4.5,0.01,-0.1,0.5,0.4,0.46,0.26,0.53,1.0,15,38,5.0,19.0,10,19,5,5,2.0,8.0,0.5,0.13,2.3,9.6,5.9,8.8,2.0,0.9,6.9,19.8,0.0,0.0,0.0,-3.1,-1.4,3.08,0.46,0.77,0.31,0.08,0.23,0.62
Jake Layman,SF,26.0,MIN,11.4,-2.1,0.05,0.0,0.58,0.5,0.56,0.3,0.64,0.7,91,184,23.0,78.0,68,106,26,37,13.0,54.0,0.42,0.2,2.2,9.7,5.8,6.4,2.2,2.6,11.5,15.1,0.2,0.5,0.7,-2.2,0.2,5.13,0.62,1.49,0.64,0.42,0.58,0.98
Jakob Poeltl,C,25.0,SAS,17.5,0.8,0.15,1.3,0.61,0.62,0.62,0.0,0.62,0.51,265,430,0.0,0.0,265,430,63,124,219.0,328.0,0.0,0.29,12.4,19.3,15.8,10.1,1.2,5.7,14.6,13.4,3.2,2.5,5.7,-0.5,1.2,8.59,1.94,7.93,0.68,1.78,1.2,2.49
Jalen Brunson,PG,24.0,DAL,17.1,0.9,0.14,1.2,0.62,0.52,0.59,0.4,0.58,0.8,328,627,81.0,200.0,247,427,120,151,27.0,204.0,0.32,0.24,1.8,13.1,7.5,21.3,1.0,0.1,10.3,20.2,3.9,1.1,5.1,1.5,-0.6,12.6,3.51,3.4,0.51,0.01,1.18,1.6
Jalen Harris,SG,22.0,TOR,15.2,0.3,0.08,0.1,0.63,0.5,0.62,0.47,0.53,0.78,36,72,17.0,36.0,19,36,7,9,3.0,15.0,0.5,0.12,1.9,9.9,5.8,16.0,2.3,0.0,15.6,22.6,0.1,0.1,0.3,0.5,-0.3,7.38,1.31,1.38,0.62,0.0,1.08,1.15
Jalen Lecque,PG,20.0,IND,4.7,-13.0,-0.23,0.0,0.24,0.11,0.11,0.0,0.12,1.0,1,9,0.0,1.0,1,8,3,3,2.0,3.0,0.11,0.33,18.2,27.0,22.6,20.6,0.0,0.0,0.0,36.6,-0.1,0.0,-0.1,-6.6,-6.3,1.25,0.5,1.25,0.0,0.0,0.0,0.0
Jalen McDaniels,SF,23.0,CHO,11.4,-3.2,0.06,-0.3,0.55,0.47,0.53,0.33,0.55,0.7,133,284,35.0,105.0,98,179,45,64,45.0,124.0,0.37,0.22,5.3,15.1,10.1,8.6,1.5,2.1,12.6,17.0,0.3,0.9,1.2,-2.8,-0.4,7.36,1.13,3.6,0.6,0.4,0.96,2.02
Jalen Smith,PF,20.0,PHO,8.4,-6.1,0.02,-0.2,0.5,0.44,0.48,0.24,0.55,0.71,22,50,4.0,17.0,18,33,5,7,7.0,30.0,0.34,0.14,5.2,21.4,13.4,3.4,0.3,2.9,11.7,17.1,-0.1,0.2,0.1,-4.8,-1.3,1.96,0.15,1.37,0.04,0.19,0.26,0.59
Jamal Murray,PG,23.0,DEN,18.3,2.0,0.13,1.7,0.59,0.48,0.56,0.41,0.52,0.87,378,792,129.0,316.0,249,476,133,153,37.0,157.0,0.4,0.19,2.5,10.4,6.5,20.3,1.9,0.7,11.2,24.8,3.1,1.5,4.6,2.7,-0.7,21.21,4.81,4.04,1.33,0.27,2.25,1.98
James Ennis III,SF,30.0,ORL,12.5,-2.2,0.1,-0.1,0.61,0.47,0.57,0.43,0.5,0.8,115,243,45.0,104.0,70,139,70,87,43.0,123.0,0.43,0.36,4.4,13.4,8.7,9.3,1.6,0.6,11.3,13.9,1.3,0.7,2.0,-1.9,-0.3,8.41,1.51,4.05,0.78,0.17,0.88,2.05
James Harden,SG,31.0,HOU,23.7,6.35,0.19,1.85,0.62,0.46,0.54,0.36,0.55,0.87,342,734,121.0,334.0,221,400,278,323,35.0,313.0,0.48,0.44,2.2,17.95,10.2,45.35,1.4,1.8,17.05,28.55,2.65,0.85,3.5,5.95,0.4,24.61,10.8,7.91,1.2,0.75,4.02,2.25
James Johnson,PF,33.0,DAL,11.4,-1.1,0.06,0.1,0.51,0.45,0.5,0.26,0.56,0.59,146,327,31.0,120.0,115,207,45,76,32.0,145.0,0.37,0.23,3.35,15.15,9.3,12.95,1.95,3.75,13.35,17.1,-0.05,0.6,0.6,-2.65,1.5,7.22,1.92,3.47,0.82,0.82,1.08,2.35
James Nunnally,SF,30.0,NOP,8.3,-2.7,0.03,0.0,0.54,0.38,0.54,0.33,1.0,0.5,5,13,4.0,12.0,1,1,1,2,2.0,7.0,0.92,0.15,4.5,15.8,10.2,8.1,0.0,0.0,12.6,13.9,0.0,0.0,0.0,-0.9,-1.8,1.67,0.33,1.0,0.0,0.0,0.22,0.11
James Wiseman,C,19.0,GSW,13.1,-5.0,0.04,-0.6,0.55,0.52,0.54,0.32,0.54,0.63,191,368,12.0,38.0,179,330,54,86,55.0,171.0,0.1,0.23,7.1,21.5,14.4,4.9,0.6,3.8,12.9,23.8,-0.4,1.2,0.7,-4.0,-1.0,11.49,0.67,5.79,0.28,0.92,1.54,3.1
Jared Dudley,PF,35.0,LAL,4.4,-3.5,0.05,0.0,0.33,0.22,0.33,0.33,0.0,0.0,2,9,2.0,6.0,0,3,0,0,4.0,17.0,0.67,0.0,5.6,23.5,14.6,7.6,0.6,1.1,18.2,5.9,0.0,0.1,0.1,-4.4,0.9,0.5,0.42,1.75,0.08,0.08,0.17,0.58
